# service	path	pretty	group	name	phase	device
# FAST profile (rows=149)
com.victronenergy.vebus.ttyS2	/Devices/0/Diagnostics/UBatTerminal	victron_diag_ubat_terminal	diag	ubat_terminal	-	dev0
com.victronenergy.vebus.ttyS2	/Devices/0/Diagnostics/UBatRipple	victron_diag_ubat_ripple	diag	ubat_ripple	-	dev0
com.victronenergy.vebus.ttyS2	/Devices/0/Ac/Inverter/P	victron_diag_inverter_power	diag	inverter_power	-	dev0
com.victronenergy.vebus.ttyS2	/Devices/0/Ac/In/P	victron_diag_ac_in_power	diag	ac_in_power	-	dev0
com.victronenergy.vebus.ttyS2	/Devices/0/Ac/Out/P	victron_diag_ac_out_power	diag	ac_out_power	-	dev0
com.victronenergy.vebus.ttyS2	/Devices/3/Diagnostics/UBatTerminal	victron_diag_ubat_terminal	diag	ubat_terminal	-	dev3
com.victronenergy.vebus.ttyS2	/Devices/3/Diagnostics/UBatRipple	victron_diag_ubat_ripple	diag	ubat_ripple	-	dev3
com.victronenergy.vebus.ttyS2	/Devices/3/Ac/Inverter/P	victron_diag_inverter_power	diag	inverter_power	-	dev3
com.victronenergy.vebus.ttyS2	/Devices/3/Ac/In/P	victron_diag_ac_in_power	diag	ac_in_power	-	dev3
com.victronenergy.vebus.ttyS2	/Devices/3/Ac/Out/P	victron_diag_ac_out_power	diag	ac_out_power	-	dev3
com.victronenergy.vebus.ttyS2	/Devices/5/Diagnostics/UBatTerminal	victron_diag_ubat_terminal	diag	ubat_terminal	-	dev5
com.victronenergy.vebus.ttyS2	/Devices/5/Diagnostics/UBatRipple	victron_diag_ubat_ripple	diag	ubat_ripple	-	dev5
com.victronenergy.vebus.ttyS2	/Devices/5/Ac/Inverter/P	victron_diag_inverter_power	diag	inverter_power	-	dev5
com.victronenergy.vebus.ttyS2	/Devices/5/Ac/In/P	victron_diag_ac_in_power	diag	ac_in_power	-	dev5
com.victronenergy.vebus.ttyS2	/Devices/5/Ac/Out/P	victron_diag_ac_out_power	diag	ac_out_power	-	dev5
com.victronenergy.vebus.ttyS2	/Devices/2/Diagnostics/UBatTerminal	victron_diag_ubat_terminal	diag	ubat_terminal	-	dev2
com.victronenergy.vebus.ttyS2	/Devices/2/Diagnostics/UBatRipple	victron_diag_ubat_ripple	diag	ubat_ripple	-	dev2
com.victronenergy.vebus.ttyS2	/Devices/2/Ac/Inverter/P	victron_diag_inverter_power	diag	inverter_power	-	dev2
com.victronenergy.vebus.ttyS2	/Devices/2/Ac/In/P	victron_diag_ac_in_power	diag	ac_in_power	-	dev2
com.victronenergy.vebus.ttyS2	/Devices/2/Ac/Out/P	victron_diag_ac_out_power	diag	ac_out_power	-	dev2
com.victronenergy.vebus.ttyS2	/Devices/1/Diagnostics/UBatTerminal	victron_diag_ubat_terminal	diag	ubat_terminal	-	dev1
com.victronenergy.vebus.ttyS2	/Devices/1/Diagnostics/UBatRipple	victron_diag_ubat_ripple	diag	ubat_ripple	-	dev1
com.victronenergy.vebus.ttyS2	/Devices/1/Ac/Inverter/P	victron_diag_inverter_power	diag	inverter_power	-	dev1
com.victronenergy.vebus.ttyS2	/Devices/1/Ac/In/P	victron_diag_ac_in_power	diag	ac_in_power	-	dev1
com.victronenergy.vebus.ttyS2	/Devices/1/Ac/Out/P	victron_diag_ac_out_power	diag	ac_out_power	-	dev1
com.victronenergy.vebus.ttyS2	/Devices/4/Diagnostics/UBatTerminal	victron_diag_ubat_terminal	diag	ubat_terminal	-	dev4
com.victronenergy.vebus.ttyS2	/Devices/4/Diagnostics/UBatRipple	victron_diag_ubat_ripple	diag	ubat_ripple	-	dev4
com.victronenergy.vebus.ttyS2	/Devices/4/Ac/Inverter/P	victron_diag_inverter_power	diag	inverter_power	-	dev4
com.victronenergy.vebus.ttyS2	/Devices/4/Ac/In/P	victron_diag_ac_in_power	diag	ac_in_power	-	dev4
com.victronenergy.vebus.ttyS2	/Devices/4/Ac/Out/P	victron_diag_ac_out_power	diag	ac_out_power	-	dev4
com.victronenergy.vebus.ttyS2	/Leds/Mains	victron_diag_mains	diag	mains	-	total
com.victronenergy.vebus.ttyS2	/Leds/Absorption	victron_diag_absorption	diag	absorption	-	total
com.victronenergy.vebus.ttyS2	/Leds/Bulk	victron_diag_bulk	diag	bulk	-	total
com.victronenergy.vebus.ttyS2	/Leds/Float	victron_diag_float	diag	float	-	total
com.victronenergy.vebus.ttyS2	/Leds/Inverter	victron_diag_inverter	diag	inverter	-	total
com.victronenergy.vebus.ttyS2	/Leds/Overload	victron_diag_overload	diag	overload	-	total
com.victronenergy.vebus.ttyS2	/Leds/LowBattery	victron_diag_low_battery	diag	low_battery	-	total
com.victronenergy.vebus.ttyS2	/Leds/Temperature	victron_diag_temperature	diag	temperature	-	total
com.victronenergy.vebus.ttyS2	/VebusError	victron_alarm_vebus_error	alarm	vebus_error	-	total
com.victronenergy.vebus.ttyS2	/Alarms/LowBattery	victron_alarm_low_battery	alarm	low_battery	-	total
com.victronenergy.vebus.ttyS2	/Alarms/HighTemperature	victron_alarm_high_temperature	alarm	high_temperature	-	total
com.victronenergy.vebus.ttyS2	/Alarms/Overload	victron_alarm_overload	alarm	overload	-	total
com.victronenergy.vebus.ttyS2	/Alarms/Ripple	victron_alarm_ripple	alarm	ripple	-	total
com.victronenergy.vebus.ttyS2	/Alarms/TemperatureSensor	victron_alarm_temperature_sensor	alarm	temperature_sensor	-	total
com.victronenergy.vebus.ttyS2	/Alarms/VoltageSensor	victron_alarm_voltage_sensor	alarm	voltage_sensor	-	total
com.victronenergy.vebus.ttyS2	/Alarms/PhaseRotation	victron_alarm_phase_rotation	alarm	phase_rotation	-	total
com.victronenergy.vebus.ttyS2	/Alarms/BatteryOvervoltageProtection	victron_alarm_battery_overvoltage_protection	alarm	battery_overvoltage_protection	-	total
com.victronenergy.vebus.ttyS2	/Alarms/GridLost	victron_alarm_grid_lost	alarm	grid_lost	-	total
com.victronenergy.vebus.ttyS2	/Alarms/HighDcVoltage	victron_alarm_high_dc_voltage	alarm	high_dc_voltage	-	total
com.victronenergy.vebus.ttyS2	/Alarms/HighDcCurrent	victron_alarm_high_dc_current	alarm	high_dc_current	-	total
com.victronenergy.vebus.ttyS2	/Alarms/L1/LowBattery	victron_alarm_low_battery	alarm	low_battery	L1	total
com.victronenergy.vebus.ttyS2	/Alarms/L1/HighTemperature	victron_alarm_high_temperature	alarm	high_temperature	L1	total
com.victronenergy.vebus.ttyS2	/Alarms/L1/Overload	victron_alarm_overload	alarm	overload	L1	total
com.victronenergy.vebus.ttyS2	/Alarms/L1/Ripple	victron_alarm_ripple	alarm	ripple	L1	total
com.victronenergy.vebus.ttyS2	/Alarms/L1/InverterImbalance	victron_alarm_inverter_imbalance	alarm	inverter_imbalance	L1	total
com.victronenergy.vebus.ttyS2	/Alarms/L1/MainsImbalance	victron_alarm_mains_imbalance	alarm	mains_imbalance	L1	total
com.victronenergy.vebus.ttyS2	/Alarms/L2/LowBattery	victron_alarm_low_battery	alarm	low_battery	L2	total
com.victronenergy.vebus.ttyS2	/Alarms/L2/HighTemperature	victron_alarm_high_temperature	alarm	high_temperature	L2	total
com.victronenergy.vebus.ttyS2	/Alarms/L2/Overload	victron_alarm_overload	alarm	overload	L2	total
com.victronenergy.vebus.ttyS2	/Alarms/L2/Ripple	victron_alarm_ripple	alarm	ripple	L2	total
com.victronenergy.vebus.ttyS2	/Alarms/L2/InverterImbalance	victron_alarm_inverter_imbalance	alarm	inverter_imbalance	L2	total
com.victronenergy.vebus.ttyS2	/Alarms/L2/MainsImbalance	victron_alarm_mains_imbalance	alarm	mains_imbalance	L2	total
com.victronenergy.vebus.ttyS2	/Alarms/L3/LowBattery	victron_alarm_low_battery	alarm	low_battery	L3	total
com.victronenergy.vebus.ttyS2	/Alarms/L3/HighTemperature	victron_alarm_high_temperature	alarm	high_temperature	L3	total
com.victronenergy.vebus.ttyS2	/Alarms/L3/Overload	victron_alarm_overload	alarm	overload	L3	total
com.victronenergy.vebus.ttyS2	/Alarms/L3/Ripple	victron_alarm_ripple	alarm	ripple	L3	total
com.victronenergy.vebus.ttyS2	/Alarms/L3/InverterImbalance	victron_alarm_inverter_imbalance	alarm	inverter_imbalance	L3	total
com.victronenergy.vebus.ttyS2	/Alarms/L3/MainsImbalance	victron_alarm_mains_imbalance	alarm	mains_imbalance	L3	total
com.victronenergy.vebus.ttyS2	/Alarms/BmsConnectionLost	victron_alarm_bms_connection_lost	alarm	bms_connection_lost	-	total
com.victronenergy.vebus.ttyS2	/Alarms/BmsPreAlarm	victron_alarm_bms_pre_alarm	alarm	bms_pre_alarm	-	total
com.victronenergy.vebus.ttyS2	/Ac/ActiveIn/P	victron_ac_in_power	ac_in	power	-	total
com.victronenergy.vebus.ttyS2	/Ac/ActiveIn/S	victron_ac_in_apparent	ac_in	apparent	-	total
com.victronenergy.vebus.ttyS2	/Ac/ActiveIn/L1/V	victron_ac_in_l1_v	ac_in	voltage	L1	total
com.victronenergy.vebus.ttyS2	/Ac/ActiveIn/L1/I	victron_ac_in_l1_i	ac_in	current	L1	total
com.victronenergy.vebus.ttyS2	/Ac/ActiveIn/L1/P	victron_ac_in_l1_p	ac_in	power	L1	total
com.victronenergy.vebus.ttyS2	/Ac/ActiveIn/L1/F	victron_ac_in_l1_f	ac_in	freq	L1	total
com.victronenergy.vebus.ttyS2	/Ac/ActiveIn/L1/S	victron_ac_in_l1_s	ac_in	apparent	L1	total
com.victronenergy.vebus.ttyS2	/Ac/ActiveIn/L2/V	victron_ac_in_l2_v	ac_in	voltage	L2	total
com.victronenergy.vebus.ttyS2	/Ac/ActiveIn/L2/I	victron_ac_in_l2_i	ac_in	current	L2	total
com.victronenergy.vebus.ttyS2	/Ac/ActiveIn/L2/P	victron_ac_in_l2_p	ac_in	power	L2	total
com.victronenergy.vebus.ttyS2	/Ac/ActiveIn/L2/F	victron_ac_in_l2_f	ac_in	freq	L2	total
com.victronenergy.vebus.ttyS2	/Ac/ActiveIn/L2/S	victron_ac_in_l2_s	ac_in	apparent	L2	total
com.victronenergy.vebus.ttyS2	/Ac/ActiveIn/L3/V	victron_ac_in_l3_v	ac_in	voltage	L3	total
com.victronenergy.vebus.ttyS2	/Ac/ActiveIn/L3/I	victron_ac_in_l3_i	ac_in	current	L3	total
com.victronenergy.vebus.ttyS2	/Ac/ActiveIn/L3/P	victron_ac_in_l3_p	ac_in	power	L3	total
com.victronenergy.vebus.ttyS2	/Ac/ActiveIn/L3/F	victron_ac_in_l3_f	ac_in	freq	L3	total
com.victronenergy.vebus.ttyS2	/Ac/ActiveIn/L3/S	victron_ac_in_l3_s	ac_in	apparent	L3	total
com.victronenergy.vebus.ttyS2	/Ac/Out/P	victron_ac_out_power	ac_out	power	-	total
com.victronenergy.vebus.ttyS2	/Ac/Out/S	victron_ac_out_apparent	ac_out	apparent	-	total
com.victronenergy.vebus.ttyS2	/Ac/Out/L1/V	victron_ac_out_l1_v	ac_out	voltage	L1	total
com.victronenergy.vebus.ttyS2	/Ac/Out/L1/I	victron_ac_out_l1_i	ac_out	current	L1	total
com.victronenergy.vebus.ttyS2	/Ac/Out/L1/P	victron_ac_out_l1_p	ac_out	power	L1	total
com.victronenergy.vebus.ttyS2	/Ac/Out/L1/F	victron_ac_out_l1_f	ac_out	freq	L1	total
com.victronenergy.vebus.ttyS2	/Ac/Out/L1/S	victron_ac_out_l1_s	ac_out	apparent	L1	total
com.victronenergy.vebus.ttyS2	/Ac/Out/L2/V	victron_ac_out_l2_v	ac_out	voltage	L2	total
com.victronenergy.vebus.ttyS2	/Ac/Out/L2/I	victron_ac_out_l2_i	ac_out	current	L2	total
com.victronenergy.vebus.ttyS2	/Ac/Out/L2/P	victron_ac_out_l2_p	ac_out	power	L2	total
com.victronenergy.vebus.ttyS2	/Ac/Out/L2/F	victron_ac_out_l2_f	ac_out	freq	L2	total
com.victronenergy.vebus.ttyS2	/Ac/Out/L2/S	victron_ac_out_l2_s	ac_out	apparent	L2	total
com.victronenergy.vebus.ttyS2	/Ac/Out/L3/V	victron_ac_out_l3_v	ac_out	voltage	L3	total
